raw_token,n_products,canonical,action,reason
waffle,8,,DROP_RARE,"canonical group 'waffle' has 8 in-population products (< 30, after merging)"
ambretone,7,,DROP_RARE,"canonical group 'ambretone' has 7 in-population products (< 30, after merging)"
ambrostar™,7,,DROP_RARE,"canonical group 'ambrostar™' has 7 in-population products (< 30, after merging)"
assam oud,7,,DROP_RARE,"canonical group 'assam oud' has 7 in-population products (< 30, after merging)"
baileys irish cream,7,,DROP_RARE,"canonical group 'baileys irish cream' has 7 in-population products (< 30, after merging)"
banana flower,7,,DROP_RARE,"canonical group 'banana flower' has 7 in-population products (< 30, after merging)"
belladonna,7,,DROP_RARE,"canonical group 'belladonna' has 7 in-population products (< 30, after merging)"
black hemlock or tsuga,7,,DROP_RARE,"canonical group 'black hemlock or tsuga' has 7 in-population products (< 30, after merging)"
black locust honey,7,,DROP_RARE,"canonical group 'black locust honey' has 7 in-population products (< 30, after merging)"
blue rose,7,,DROP_RARE,"canonical group 'blue rose' has 7 in-population products (< 30, after merging)"
buddha wood,7,,DROP_RARE,"canonical group 'buddha wood' has 7 in-population products (< 30, after merging)"
butterfly orchid,7,,DROP_RARE,"canonical group 'butterfly orchid' has 7 in-population products (< 30, after merging)"
candied ginger,7,,DROP_RARE,"canonical group 'candied ginger' has 7 in-population products (< 30, after merging)"
cantaloupe,7,,DROP_RARE,"canonical group 'cantaloupe' has 7 in-population products (< 30, after merging)"
chantilly cream,7,,DROP_RARE,"canonical group 'chantilly cream' has 7 in-population products (< 30, after merging)"
choya loban,7,,DROP_RARE,"canonical group 'choya loban' has 7 in-population products (< 30, after merging)"
cone waffle,7,,DROP_RARE,"canonical group 'cone waffle' has 7 in-population products (< 30, after merging)"
cork,7,,DROP_RARE,"canonical group 'cork' has 7 in-population products (< 30, after merging)"
cosmone,7,,DROP_RARE,"canonical group 'cosmone' has 7 in-population products (< 30, after merging)"
cream,7,,DROP_RARE,"canonical group 'cream soda' has 17 in-population products (< 30, after merging)"
daim,7,,DROP_RARE,"canonical group 'daim' has 7 in-population products (< 30, after merging)"
dandelion,7,,DROP_RARE,"canonical group 'dandelion' has 7 in-population products (< 30, after merging)"
desert rose,7,,DROP_RARE,"canonical group 'desert rose' has 7 in-population products (< 30, after merging)"
dried apricot,7,,DROP_RARE,"canonical group 'dried apricot' has 7 in-population products (< 30, after merging)"
dried fallen leaves,7,,DROP_RARE,"canonical group 'dried fallen leaves' has 7 in-population products (< 30, after merging)"
dust,7,,DROP_RARE,"canonical group 'dust' has 7 in-population products (< 30, after merging)"
egyptian pelargonium,7,,DROP_RARE,"canonical group 'egyptian pelargonium' has 7 in-population products (< 30, after merging)"
french narcissus,7,,DROP_RARE,"canonical group 'french narcissus' has 7 in-population products (< 30, after merging)"
geosmin,7,,DROP_RARE,"canonical group 'geosmin' has 7 in-population products (< 30, after merging)"
goat hair tincture,7,,DROP_RARE,"canonical group 'goat hair tincture' has 7 in-population products (< 30, after merging)"
gorse,7,,DROP_RARE,"canonical group 'gorse' has 7 in-population products (< 30, after merging)"
green tangerine,7,,DROP_RARE,"canonical group 'green tangerine' has 7 in-population products (< 30, after merging)"
guarana,7,,DROP_RARE,"canonical group 'guarana' has 7 in-population products (< 30, after merging)"
hot iron,7,,DROP_RARE,"canonical group 'hot iron' has 7 in-population products (< 30, after merging)"
italian violet,7,,DROP_RARE,"canonical group 'italian violet' has 7 in-population products (< 30, after merging)"
jabuticaba,7,,DROP_RARE,"canonical group 'jabuticaba' has 7 in-population products (< 30, after merging)"
japanese plum,7,,DROP_RARE,"canonical group 'japanese plum' has 7 in-population products (< 30, after merging)"
karo korund,7,,DROP_RARE,"canonical group 'karo korund' has 7 in-population products (< 30, after merging)"
latex,7,,DROP_RARE,"canonical group 'latex' has 7 in-population products (< 30, after merging)"
lemonade,7,lemon,MERGE,compound substring containment
lotus leaf,7,lotus,MERGE,compound substring containment
lysylang,7,,DROP_RARE,"canonical group 'lysylang' has 7 in-population products (< 30, after merging)"
mahonia,7,mahonial,MERGE,fuzzy similarity 0.93
massoia wood,7,,DROP_RARE,"canonical group 'massoia' has 21 in-population products (< 30, after merging)"
mitti attar,7,,DROP_RARE,"canonical group 'mitti attar' has 7 in-population products (< 30, after merging)"
natural vanilla,7,,DROP_RARE,"canonical group 'natural vanilla' has 7 in-population products (< 30, after merging)"
nerium oleander,7,,DROP_RARE,"canonical group 'nerium oleander' has 7 in-population products (< 30, after merging)"
norlimbanol™,7,,DROP_RARE,"canonical group 'norlimbanol™' has 7 in-population products (< 30, after merging)"
nutmeg flower,7,,DROP_RARE,"canonical group 'nutmeg flower' has 7 in-population products (< 30, after merging)"
olive leaf,7,olive tree,MERGE,transitive merge via shared group
papaya flower,7,,DROP_RARE,"canonical group 'papaya flower' has 7 in-population products (< 30, after merging)"
pear ice cream,7,,DROP_RARE,"canonical group 'pear ice cream' has 7 in-population products (< 30, after merging)"
pear wood,7,,DROP_RARE,"canonical group 'pear wood' has 7 in-population products (< 30, after merging)"
pepper oil,7,pepper,MERGE,compound substring containment
pink lily,7,,DROP_RARE,"canonical group 'pink lily' has 7 in-population products (< 30, after merging)"
pitanga,7,,DROP_RARE,"canonical group 'pitanga' has 7 in-population products (< 30, after merging)"
prunol,7,,DROP_RARE,"canonical group 'prunol' has 7 in-population products (< 30, after merging)"
red tea,7,,DROP_RARE,"canonical group 'red tea' has 7 in-population products (< 30, after merging)"
rice powder,7,,DROP_RARE,"canonical group 'rice powder' has 7 in-population products (< 30, after merging)"
seashells,7,,DROP_RARE,"canonical group 'seashells' has 7 in-population products (< 30, after merging)"
tahitian gardenia,7,,DROP_RARE,"canonical group 'tahitian gardenia' has 7 in-population products (< 30, after merging)"
vervain,7,,DROP_RARE,"canonical group 'vervain' has 7 in-population products (< 30, after merging)"
wasabi,7,,DROP_RARE,"canonical group 'wasabi' has 7 in-population products (< 30, after merging)"
white heliotrope,7,,DROP_RARE,"canonical group 'white heliotrope' has 7 in-population products (< 30, after merging)"
wolfwood,7,,DROP_RARE,"canonical group 'wolfwood' has 7 in-population products (< 30, after merging)"
apple leaf,6,apple,MERGE,compound substring containment
barberry,6,,DROP_RARE,"canonical group 'barberry' has 7 in-population products (< 30, after merging)"
betel pepper,6,,DROP_RARE,"canonical group 'betel pepper' has 6 in-population products (< 30, after merging)"
bluebell,6,,DROP_RARE,"canonical group 'bluebell' has 6 in-population products (< 30, after merging)"
bourbon rose,6,,DROP_RARE,"canonical group 'bourbon rose' has 6 in-population products (< 30, after merging)"
capitiú,6,,DROP_RARE,"canonical group 'capitiú' has 6 in-population products (< 30, after merging)"
carob tree,6,,DROP_RARE,"canonical group 'carob tree' has 6 in-population products (< 30, after merging)"
cashew,6,,DROP_RARE,"canonical group 'cashew' has 6 in-population products (< 30, after merging)"
chinese peony,6,,DROP_RARE,"canonical group 'chinese peony' has 6 in-population products (< 30, after merging)"
citrus leaf,6,citrus,MERGE,compound substring containment
cubeb or tailed pepper,6,,DROP_RARE,"canonical group 'cubeb or tailed pepper' has 6 in-population products (< 30, after merging)"
cypriol oil,6,cypriol,MERGE,compound substring containment
dragon blood resin,6,,DROP_RARE,"canonical group 'dragon blood resin' has 6 in-population products (< 30, after merging)"
dried apple crisp,6,,DROP_RARE,"canonical group 'dried apple crisp' has 6 in-population products (< 30, after merging)"
edelweiss,6,,DROP_RARE,"canonical group 'edelweiss' has 6 in-population products (< 30, after merging)"
egyptian rose,6,,DROP_RARE,"canonical group 'egyptian rose' has 8 in-population products (< 30, after merging)"
fabric,6,,DROP_RARE,"canonical group 'fabric' has 6 in-population products (< 30, after merging)"
flour,6,,DROP_RARE,"canonical group 'flour' has 6 in-population products (< 30, after merging)"
forget me not,6,,DROP_RARE,"canonical group 'forget me not' has 6 in-population products (< 30, after merging)"
freesia petals,6,freesia,MERGE,compound substring containment
green forest,6,,DROP_RARE,"canonical group 'green forest' has 6 in-population products (< 30, after merging)"
green lilac,6,,DROP_RARE,"canonical group 'green lilac' has 6 in-population products (< 30, after merging)"
hamanasu or japanese rose,6,,DROP_RARE,"canonical group 'hamanasu or japanese rose' has 6 in-population products (< 30, after merging)"
hazelnut cocoa spread,6,,DROP_RARE,"canonical group 'hazelnut cocoa spread' has 6 in-population products (< 30, after merging)"
hellebore flower,6,,DROP_RARE,"canonical group 'hellebore flower' has 6 in-population products (< 30, after merging)"
henna,6,,DROP_RARE,"canonical group 'henna' has 6 in-population products (< 30, after merging)"
hops,6,,DROP_RARE,"canonical group 'hops' has 6 in-population products (< 30, after merging)"
indian sandalwood,6,,DROP_RARE,"canonical group 'indian sandalwood' has 6 in-population products (< 30, after merging)"
iodine,6,,DROP_RARE,"canonical group 'iodine' has 6 in-population products (< 30, after merging)"
iris petals,6,,DROP_RARE,"canonical group 'iris petals' has 6 in-population products (< 30, after merging)"
japanese loquat,6,,DROP_RARE,"canonical group 'japanese loquat' has 6 in-population products (< 30, after merging)"
kaffir lime,6,,DROP_RARE,"canonical group 'kaffir lime' has 6 in-population products (< 30, after merging)"
lava,6,,DROP_RARE,"canonical group 'lava' has 6 in-population products (< 30, after merging)"
methyl pamplemousse,6,,DROP_RARE,"canonical group 'methyl pamplemousse' has 6 in-population products (< 30, after merging)"
molasses,6,,DROP_RARE,"canonical group 'molasses' has 6 in-population products (< 30, after merging)"
motor oil,6,,DROP_RARE,"canonical group 'motor oil' has 6 in-population products (< 30, after merging)"
mugwort,6,,DROP_RARE,"canonical group 'mugwort' has 6 in-population products (< 30, after merging)"
mystikal,6,,DROP_RARE,"canonical group 'mystikal' has 6 in-population products (< 30, after merging)"
parsley,6,,DROP_RARE,"canonical group 'parsley' has 6 in-population products (< 30, after merging)"
peanut,6,,DROP_RARE,"canonical group 'peanut' has 6 in-population products (< 30, after merging)"
pepperwood™,6,pepper,MERGE,compound substring containment
pineapple blossom,6,pineapple,MERGE,compound substring containment
pink litchi,6,,DROP_RARE,"canonical group 'pink litchi' has 6 in-population products (< 30, after merging)"
prunella,6,,DROP_RARE,"canonical group 'prunella' has 6 in-population products (< 30, after merging)"
puff pastry,6,,DROP_RARE,"canonical group 'puff pastry' has 6 in-population products (< 30, after merging)"
rice flower,6,,DROP_RARE,"canonical group 'rice flower' has 6 in-population products (< 30, after merging)"
roasted nuts,6,,DROP_RARE,"canonical group 'roasted nuts' has 6 in-population products (< 30, after merging)"
rose jam,6,,DROP_RARE,"canonical group 'rose jam' has 6 in-population products (< 30, after merging)"
rosebud,6,,DROP_RARE,"canonical group 'rosebud' has 6 in-population products (< 30, after merging)"
sake,6,,DROP_RARE,"canonical group 'sake' has 6 in-population products (< 30, after merging)"
star apple,6,,DROP_RARE,"canonical group 'star apple' has 6 in-population products (< 30, after merging)"
storax,6,,DROP_RARE,"canonical group 'storax' has 6 in-population products (< 30, after merging)"
sweet grass,6,,DROP_RARE,"canonical group 'sweet grass' has 6 in-population products (< 30, after merging)"
talc,6,,DROP_RARE,"canonical group 'talc' has 6 in-population products (< 30, after merging)"
valerian,6,,DROP_RARE,"canonical group 'valerian' has 6 in-population products (< 30, after merging)"
vermouth,6,,DROP_RARE,"canonical group 'vermouth' has 6 in-population products (< 30, after merging)"
african violet,5,,DROP_RARE,"canonical group 'african violet' has 5 in-population products (< 30, after merging)"
amber oil,5,amber,MERGE,compound substring containment
asafoetida,5,,DROP_RARE,"canonical group 'asafoetida' has 5 in-population products (< 30, after merging)"
basil leaf,5,basil,MERGE,compound substring containment
bergamot blossom,5,bergamot,MERGE,compound substring containment
berries,5,,DROP_RARE,"canonical group 'berries' has 5 in-population products (< 30, after merging)"
black diamond,5,,DROP_RARE,"canonical group 'black diamond' has 5 in-population products (< 30, after merging)"
black spruce,5,,DROP_RARE,"canonical group 'black spruce' has 5 in-population products (< 30, after merging)"
blackberry blossom,5,blackberry,MERGE,compound substring containment
boozy notes,5,,DROP_RARE,"canonical group 'boozy notes' has 5 in-population products (< 30, after merging)"
buttercup,5,butter,MERGE,compound substring containment
canadian fir,5,,DROP_RARE,"canonical group 'canadian fir' has 5 in-population products (< 30, after merging)"
canadian pine,5,,DROP_RARE,"canonical group 'canadian pine' has 5 in-population products (< 30, after merging)"
cananga,5,,DROP_RARE,"canonical group 'cananga' has 5 in-population products (< 30, after merging)"
cascarilla,5,,DROP_RARE,"canonical group 'cascarilla' has 5 in-population products (< 30, after merging)"
chinotto,5,,DROP_RARE,"canonical group 'chinotto' has 6 in-population products (< 30, after merging)"
chocolate truffle,5,,DROP_RARE,"canonical group 'chocolate truffle' has 5 in-population products (< 30, after merging)"
chypre notes,5,,DROP_RARE,"canonical group 'chypre notes' has 5 in-population products (< 30, after merging)"
coconut leaf,5,coconut,MERGE,compound substring containment
columbian coffee,5,,DROP_RARE,"canonical group 'columbian coffee' has 5 in-population products (< 30, after merging)"
confetti,5,,DROP_RARE,"canonical group 'confetti' has 5 in-population products (< 30, after merging)"
cookie dough,5,,DROP_RARE,"canonical group 'cookie' has 24 in-population products (< 30, after merging)"
cottonwood,5,,DROP_RARE,"canonical group 'poplar buds' has 23 in-population products (< 30, after merging)"
crithmum,5,,DROP_RARE,"canonical group 'crithmum' has 5 in-population products (< 30, after merging)"
damascone,5,,DROP_RARE,"canonical group 'damascone' has 5 in-population products (< 30, after merging)"
darjeeling tea,5,,DROP_RARE,"canonical group 'darjeeling tea' has 5 in-population products (< 30, after merging)"
dill,5,,DROP_RARE,"canonical group 'dill' has 5 in-population products (< 30, after merging)"
dragée,5,,DROP_RARE,"canonical group 'dragée' has 5 in-population products (< 30, after merging)"
dried rose,5,,DROP_RARE,"canonical group 'dried rose' has 5 in-population products (< 30, after merging)"
elm,5,,DROP_RARE,"canonical group 'elm' has 5 in-population products (< 30, after merging)"
ember,5,,DROP_RARE,"canonical group 'ember' has 5 in-population products (< 30, after merging)"
floral bouquet,5,,DROP_RARE,"canonical group 'floral bouquet' has 5 in-population products (< 30, after merging)"
french pastries,5,,DROP_RARE,"canonical group 'french pastries' has 5 in-population products (< 30, after merging)"
french violet,5,,DROP_RARE,"canonical group 'french violet' has 5 in-population products (< 30, after merging)"
fuchsia,5,,DROP_RARE,"canonical group 'fuchsia' has 5 in-population products (< 30, after merging)"
fur,5,,DROP_RARE,"canonical group 'fur' has 5 in-population products (< 30, after merging)"
grape leaves,5,,DROP_RARE,"canonical group 'grape leaves' has 5 in-population products (< 30, after merging)"
grapefruit leaf,5,grapefruit,MERGE,compound substring containment
head space waterfall,5,,DROP_RARE,"canonical group 'head space waterfall' has 5 in-population products (< 30, after merging)"
hinoki incense,5,,DROP_RARE,"canonical group 'hinoki incense' has 5 in-population products (< 30, after merging)"
hog plum,5,,DROP_RARE,"canonical group 'hog plum' has 5 in-population products (< 30, after merging)"
jackfruit,5,,DROP_RARE,"canonical group 'jackfruit' has 5 in-population products (< 30, after merging)"
japanese osmanthus,5,,DROP_RARE,"canonical group 'japanese osmanthus' has 5 in-population products (< 30, after merging)"
jasmine leaf,5,jasmine,MERGE,compound substring containment
lantana,5,,DROP_RARE,"canonical group 'lantana' has 7 in-population products (< 30, after merging)"
liatrix,5,,DROP_RARE,"canonical group 'liatrix' has 5 in-population products (< 30, after merging)"
limetta,5,,DROP_RARE,"canonical group 'limetta' has 5 in-population products (< 30, after merging)"
lydia broom,5,,DROP_RARE,"canonical group 'lydia broom' has 5 in-population products (< 30, after merging)"
melilot or sweet clover,5,,DROP_RARE,"canonical group 'melilot or sweet clover' has 5 in-population products (< 30, after merging)"
mezcal,5,,DROP_RARE,"canonical group 'mezcal' has 5 in-population products (< 30, after merging)"
musk mallow,5,ambrette,MERGE,parenthetical gloss in source data
plum wood,5,,DROP_RARE,"canonical group 'plum wood' has 5 in-population products (< 30, after merging)"
red currant leaf,5,red currant,MERGE,compound substring containment
red mandarin,5,,DROP_RARE,"canonical group 'red mandarin' has 5 in-population products (< 30, after merging)"
reseda,5,,DROP_RARE,"canonical group 'reseda' has 5 in-population products (< 30, after merging)"
rosyfolia,5,,DROP_RARE,"canonical group 'rosyfolia' has 5 in-population products (< 30, after merging)"
santolina,5,,DROP_RARE,"canonical group 'santolina' has 5 in-population products (< 30, after merging)"
sea buckthorn,5,,DROP_RARE,"canonical group 'sea buckthorn' has 5 in-population products (< 30, after merging)"
sicilian citruses,5,,DROP_RARE,"canonical group 'sicilian citruses' has 5 in-population products (< 30, after merging)"
silkwood blossom,5,,DROP_RARE,"canonical group 'silkwood blossom' has 5 in-population products (< 30, after merging)"
soursop,5,,DROP_RARE,"canonical group 'soursop' has 5 in-population products (< 30, after merging)"
thanaka wood,5,,DROP_RARE,"canonical group 'thanaka wood' has 5 in-population products (< 30, after merging)"
thistle,5,,DROP_RARE,"canonical group 'thistle' has 5 in-population products (< 30, after merging)"
transparent flowers,5,,DROP_RARE,"canonical group 'transparent flowers' has 5 in-population products (< 30, after merging)"
varnish accord,5,,DROP_RARE,"canonical group 'varnish accord' has 5 in-population products (< 30, after merging)"
vietnamese oud,5,,DROP_RARE,"canonical group 'vietnamese oud' has 5 in-population products (< 30, after merging)"
white cardamom,5,,DROP_RARE,"canonical group 'white cardamom' has 5 in-population products (< 30, after merging)"
white carnation,5,,DROP_RARE,"canonical group 'white carnation' has 5 in-population products (< 30, after merging)"
white cyclamen,5,,DROP_RARE,"canonical group 'white cyclamen' has 5 in-population products (< 30, after merging)"
white ginger,5,,DROP_RARE,"canonical group 'white ginger' has 5 in-population products (< 30, after merging)"
white hyacinth,5,,DROP_RARE,"canonical group 'white hyacinth' has 5 in-population products (< 30, after merging)"
white peach blossom,5,white peach,MERGE,compound substring containment
wine lees,5,,DROP_RARE,"canonical group 'wine lees' has 5 in-population products (< 30, after merging)"
wool,5,,DROP_RARE,"canonical group 'wool' has 5 in-population products (< 30, after merging)"
yellow fruits,5,,DROP_RARE,"canonical group 'yellow fruits' has 5 in-population products (< 30, after merging)"
yellow narcissus,5,,DROP_RARE,"canonical group 'yellow narcissus' has 5 in-population products (< 30, after merging)"
yogurt,5,,DROP_RARE,"canonical group 'yogurt' has 5 in-population products (< 30, after merging)"
african marigold,4,,DROP_RARE,"canonical group 'african marigold' has 4 in-population products (< 30, after merging)"
aglaia,4,,DROP_RARE,"canonical group 'aglaia' has 4 in-population products (< 30, after merging)"
almond wood,4,almond,MERGE,compound substring containment
ambreine,4,,DROP_RARE,"canonical group 'ambreine' has 4 in-population products (< 30, after merging)"
angels trumpet,4,,DROP_RARE,"canonical group 'angels trumpet' has 4 in-population products (< 30, after merging)"
apple juice,4,,DROP_RARE,"canonical group 'apple juice' has 4 in-population products (< 30, after merging)"
australian blue cypress,4,,DROP_RARE,"canonical group 'australian blue cypress' has 4 in-population products (< 30, after merging)"
avocado,4,,DROP_RARE,"canonical group 'avocado' has 4 in-population products (< 30, after merging)"
baobab,4,,DROP_RARE,"canonical group 'baobab' has 4 in-population products (< 30, after merging)"
bay essence,4,,DROP_RARE,"canonical group 'bay essence' has 4 in-population products (< 30, after merging)"
belambra tree,4,,DROP_RARE,"canonical group 'belambra tree' has 4 in-population products (< 30, after merging)"
black basil,4,,DROP_RARE,"canonical group 'black basil' has 4 in-population products (< 30, after merging)"
black pomegranate,4,,DROP_RARE,"canonical group 'black pomegranate' has 4 in-population products (< 30, after merging)"
blackberry leaf,4,blackberry,MERGE,compound substring containment
brazilian mandarin,4,,DROP_RARE,"canonical group 'brazilian mandarin' has 4 in-population products (< 30, after merging)"
brioche,4,,DROP_RARE,"canonical group 'brioche' has 4 in-population products (< 30, after merging)"
bushman candle,4,,DROP_RARE,"canonical group 'bushman candle' has 4 in-population products (< 30, after merging)"
butterscotch,4,butter,MERGE,compound substring containment
cacao blossom,4,,DROP_RARE,"canonical group 'cacao blossom' has 4 in-population products (< 30, after merging)"
cachaça,4,,DROP_RARE,"canonical group 'cachaça' has 4 in-population products (< 30, after merging)"
caffè latte,4,,DROP_RARE,"canonical group 'caffè latte' has 4 in-population products (< 30, after merging)"
californian lemon,4,,DROP_RARE,"canonical group 'californian lemon' has 4 in-population products (< 30, after merging)"
cassia bourbon,4,,DROP_RARE,"canonical group 'cassia bourbon' has 4 in-population products (< 30, after merging)"
cherry extract,4,,DROP_RARE,"canonical group 'cherry extract' has 4 in-population products (< 30, after merging)"
chinese tea,4,,DROP_RARE,"canonical group 'chinese tea' has 4 in-population products (< 30, after merging)"
chocolate fudge,4,chocolate,MERGE,compound substring containment
citruses water,4,,DROP_RARE,"canonical group 'citruses water' has 4 in-population products (< 30, after merging)"
coca,4,,DROP_RARE,"canonical group 'coca' has 4 in-population products (< 30, after merging)"
cocoa shell,4,,DROP_RARE,"canonical group 'cocoa shell' has 4 in-population products (< 30, after merging)"
cornflower or sultan seeds,4,,DROP_RARE,"canonical group 'cornflower or sultan seeds' has 4 in-population products (< 30, after merging)"
creamy notes,4,,DROP_RARE,"canonical group 'creamy notes' has 4 in-population products (< 30, after merging)"
creosote bush,4,,DROP_RARE,"canonical group 'creosote bush' has 4 in-population products (< 30, after merging)"
daphne,4,,DROP_RARE,"canonical group 'daphne' has 4 in-population products (< 30, after merging)"
dihydromyrcenol,4,,DROP_RARE,"canonical group 'dihydromyrcenol' has 4 in-population products (< 30, after merging)"
elderberry,4,,DROP_RARE,"canonical group 'elderberry' has 4 in-population products (< 30, after merging)"
galaxolide,4,,DROP_RARE,"canonical group 'galaxolide' has 4 in-population products (< 30, after merging)"
goldenrod,4,,DROP_RARE,"canonical group 'goldenrod' has 4 in-population products (< 30, after merging)"
green lily,4,,DROP_RARE,"canonical group 'green lily' has 4 in-population products (< 30, after merging)"
iced tea,4,,DROP_RARE,"canonical group 'iced tea' has 4 in-population products (< 30, after merging)"
indonesian jasmine,4,,DROP_RARE,"canonical group 'indonesian jasmine' has 4 in-population products (< 30, after merging)"
industrial glue,4,,DROP_RARE,"canonical group 'industrial glue' has 4 in-population products (< 30, after merging)"
iris leaf,4,,DROP_RARE,"canonical group 'iris leaf' has 4 in-population products (< 30, after merging)"
iris pallida,4,,DROP_RARE,"canonical group 'iris pallida' has 4 in-population products (< 30, after merging)"
jacaranda,4,,DROP_RARE,"canonical group 'jacaranda' has 4 in-population products (< 30, after merging)"
kephalis,4,,DROP_RARE,"canonical group 'kephalis' has 4 in-population products (< 30, after merging)"
kyphi,4,,DROP_RARE,"canonical group 'kyphi' has 4 in-population products (< 30, after merging)"
laburnum,4,,DROP_RARE,"canonical group 'laburnum' has 4 in-population products (< 30, after merging)"
laminaria,4,,DROP_RARE,"canonical group 'laminaria' has 4 in-population products (< 30, after merging)"
lilybelle®,4,,DROP_RARE,"canonical group 'lilybelle®' has 4 in-population products (< 30, after merging)"
loganberry,4,,DROP_RARE,"canonical group 'loganberry' has 4 in-population products (< 30, after merging)"
longoza,4,,DROP_RARE,"canonical group 'longoza' has 4 in-population products (< 30, after merging)"
lotus petals,4,,DROP_RARE,"canonical group 'lotus petals' has 4 in-population products (< 30, after merging)"
madagascar sandalwood,4,,DROP_RARE,"canonical group 'madagascar sandalwood' has 4 in-population products (< 30, after merging)"
marmalade,4,,DROP_RARE,"canonical group 'marmalade' has 4 in-population products (< 30, after merging)"
medlar,4,,DROP_RARE,"canonical group 'medlar' has 4 in-population products (< 30, after merging)"
milkshake,4,,DROP_RARE,"canonical group 'milkshake' has 4 in-population products (< 30, after merging)"
mocha,4,,DROP_RARE,"canonical group 'mocha' has 4 in-population products (< 30, after merging)"
myrrh oil,4,myrrh,MERGE,compound substring containment
nympheal™,4,,DROP_RARE,"canonical group 'nympheal™' has 4 in-population products (< 30, after merging)"
orange flower water,4,,DROP_RARE,"canonical group 'orange flower water' has 4 in-population products (< 30, after merging)"
oysters,4,,DROP_RARE,"canonical group 'oysters' has 4 in-population products (< 30, after merging)"
pecan,4,,DROP_RARE,"canonical group 'pecan' has 4 in-population products (< 30, after merging)"
peruvian pepper,4,,DROP_RARE,"canonical group 'peruvian pepper' has 4 in-population products (< 30, after merging)"
pinot noir grapes,4,,DROP_RARE,"canonical group 'pinot noir grapes' has 4 in-population products (< 30, after merging)"
pistachio blossom,4,pistachio,MERGE,compound substring containment
plum liquor,4,,DROP_RARE,"canonical group 'plum liquor' has 4 in-population products (< 30, after merging)"
punch,4,,DROP_RARE,"canonical group 'punch' has 4 in-population products (< 30, after merging)"
ravensara,4,,DROP_RARE,"canonical group 'ravensara' has 4 in-population products (< 30, after merging)"
red freesia,4,,DROP_RARE,"canonical group 'red freesia' has 4 in-population products (< 30, after merging)"
red litchi,4,,DROP_RARE,"canonical group 'red litchi' has 4 in-population products (< 30, after merging)"
red peach,4,,DROP_RARE,"canonical group 'red peach' has 4 in-population products (< 30, after merging)"
roots,4,,DROP_RARE,"canonical group 'roots' has 4 in-population products (< 30, after merging)"
rose leaf,4,,DROP_RARE,"canonical group 'rose leaf' has 4 in-population products (< 30, after merging)"
rose mallow,4,,DROP_RARE,"canonical group 'rose mallow' has 4 in-population products (< 30, after merging)"
rosebay willowherb,4,,DROP_RARE,"canonical group 'rosebay willowherb' has 4 in-population products (< 30, after merging)"
sand lily,4,,DROP_RARE,"canonical group 'sand lily' has 4 in-population products (< 30, after merging)"
sap,4,,DROP_RARE,"canonical group 'sap' has 4 in-population products (< 30, after merging)"
satin,4,,DROP_RARE,"canonical group 'satin' has 5 in-population products (< 30, after merging)"
sclarene,4,,DROP_RARE,"canonical group 'sclarene' has 4 in-population products (< 30, after merging)"
sea daffodil,4,,DROP_RARE,"canonical group 'sea daffodil' has 4 in-population products (< 30, after merging)"
shea nuts,4,,DROP_RARE,"canonical group 'shea nuts' has 4 in-population products (< 30, after merging)"
somalian opoponax,4,,DROP_RARE,"canonical group 'somalian opoponax' has 4 in-population products (< 30, after merging)"
spanish jasmine,4,,DROP_RARE,"canonical group 'spanish jasmine' has 4 in-population products (< 30, after merging)"
sprinkles,4,,DROP_RARE,"canonical group 'sprinkles' has 4 in-population products (< 30, after merging)"
strawberry syrup,4,,DROP_RARE,"canonical group 'strawberry syrup' has 4 in-population products (< 30, after merging)"
surf wax,4,,DROP_RARE,"canonical group 'surf wax' has 4 in-population products (< 30, after merging)"
tansy,4,,DROP_RARE,"canonical group 'tansy' has 4 in-population products (< 30, after merging)"
trees,4,,DROP_RARE,"canonical group 'trees' has 4 in-population products (< 30, after merging)"
violet woodsorrel,4,,DROP_RARE,"canonical group 'violet woodsorrel' has 4 in-population products (< 30, after merging)"
white bergamot,4,,DROP_RARE,"canonical group 'white bergamot' has 4 in-population products (< 30, after merging)"
white nerium oleander,4,,DROP_RARE,"canonical group 'white nerium oleander' has 4 in-population products (< 30, after merging)"
yarrow,4,,DROP_RARE,"canonical group 'yarrow' has 4 in-population products (< 30, after merging)"
yellow champaca,4,,DROP_RARE,"canonical group 'yellow champaca' has 4 in-population products (< 30, after merging)"
acorn,3,,DROP_RARE,"canonical group 'acorn' has 3 in-population products (< 30, after merging)"
airy note,3,,DROP_RARE,"canonical group 'airy note' has 3 in-population products (< 30, after merging)"
amazon lily,3,,DROP_RARE,"canonical group 'amazon lily' has 3 in-population products (< 30, after merging)"
aperol,3,,DROP_RARE,"canonical group 'aperol' has 3 in-population products (< 30, after merging)"
argan,3,,DROP_RARE,"canonical group 'argan' has 3 in-population products (< 30, after merging)"
argentinian lemon,3,,DROP_RARE,"canonical group 'argentinian lemon' has 3 in-population products (< 30, after merging)"
arnica,3,,DROP_RARE,"canonical group 'arnica' has 3 in-population products (< 30, after merging)"
artichoke,3,,DROP_RARE,"canonical group 'artichoke' has 3 in-population products (< 30, after merging)"
asian lily,3,,DROP_RARE,"canonical group 'asian lily' has 3 in-population products (< 30, after merging)"
baked apple,3,,DROP_RARE,"canonical group 'baked apple' has 3 in-population products (< 30, after merging)"
bakhoor,3,,DROP_RARE,"canonical group 'bakhoor' has 3 in-population products (< 30, after merging)"
